SERIAL.NO.,STOCK NAME,SYMBOL,FIXED SYMBOL,PERCENT CHANGE,CMP,VOLUME,52W HIGH ,NEAR 52W HIGH ,52W HIGH DATE ,DATE DIFF,CHART ,200 DMA ,230 SMA(Nearly 200 EMA),SETUP 1,SETUP 2,SETUP 3, Work On Progress.... 1, Work On Progress.... 2
207,Updater Services Ltd,UDS,NSE:UDS,0.02,251.63,2065,438.6,,2024-11-06,335,,300.70485,314.182913,,,,Possible Double Bottom Retest!,
480,Mindteck (india) Limited,MINDTECK,NSE:MINDTECK,0.49,267.98,40555,330.1,,2024-11-28,313,,221.97845,229.8897391,,,Blast Setup,,🔥 Volume Breakout!
298,Deepak Fertilizers And Petrochemicals Corporation Limited,DEEPAKFERT,NSE:DEEPAKFERT,-0.06,1550.8,138,1778.6,,2025-07-03,96,,1337.67575,1335.672174,,,,,
110,Patanjali Foods Ltd,PATANJALI,NSE:PATANJALI,0.19,600.1,21956,670.33,,2025-04-16,174,,597.1756,598.8531739,HOT Demand Zone,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
88,Godrej Agrovet Ltd,GODREJAGRO,NSE:GODREJAGRO,0.74,675.4,571,876.35,,2025-07-24,75,,753.26025,751.7632609,,,,,
304,Apar Industries Limited,APARINDS,NSE:APARINDS,-0.05,8470.5,26,11779.9,,2025-01-08,272,,7840.72025,8071.940652,HOT Demand Zone,,Blast Setup,,
417,Iol Chemicals And Pharmaceuticals Limited,IOLCP,NSE:IOLCP,0.32,104.19,134831,126.66,,2025-09-19,18,,83.46345,82.54778261,,,,,
432,Minda Corporation Limited,MINDACORP,NSE:MINDACORP,-0.45,576.55,45435,602.1,Alert Signal,2024-10-07,365,,521.719,519.5945652,,,,,
528,Ingersoll Rand (india) Limited,INGERRAND,NSE:INGERRAND,-0.26,4055,10,4694,,2024-10-16,356,,3784.832,3859.775,HOT Demand Zone,Demand Zone,,,
112,Prestige Estates Projects Limited,PRESTIGE,NSE:PRESTIGE,-0.03,1540.8,519,1909.85,,2024-10-15,357,,1477.21075,1501.336522,HOT Demand Zone,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
602,Natco Pharma Limited,NATCOPHARM,NSE:NATCOPHARM,0.59,819,2753,1505,,2024-12-10,301,,963.55625,1020.864783,,,,,
626,Ganesh Housing Corporation Limited,GANESHHOUC,NSE:GANESHHOUC,No Data,#N/A,#N/A,#N/A,#N/A,No Data,#VALUE!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
430,Lumax Auto Technologies Limited,LUMAXTECH,NSE:LUMAXTECH,1.04,1275.2,9759,1337.9,Alert Signal,2025-09-29,8,,810.13175,773.5232609,,,,,
278,Rainbow Childrens Medicare Ltd,RAINBOW,NSE:RAINBOW,0.5,1332.1,438,1709.6,,2024-11-26,315,,1440.997,1461.970217,,,,,
401,Ajanta Pharma Limited,AJANTPHARM,NSE:AJANTPHARM,-0.2,2424.1,10,3428,,2024-10-09,363,,2651.2225,2688.863478,,,Blast Setup,,
611,Premier Energies Ltd,PREMIERENE,NSE:PREMIERENE,0.12,1019.3,1084,1388,,2024-12-17,294,,1036.75525,1051.422391,HOT Demand Zone,Demand Zone,,,
143,Stylam Industries Ltd,STYLAMIND,NSE:STYLAMIND,0.8,1805.9,404,2735,,2024-10-17,355,,1780.20025,1860.126087,HOT Demand Zone,Demand Zone,Blast Setup,,🔥 Volume Breakout!
674,Genus Power Infrastructures Limited,GENUSPOWER,NSE:GENUSPOWER,0.52,307,949,486.05,,2024-12-03,308,,335.051,346.868913,,,,,
593,Lloyds Metals & Energy Ltd,LLOYDSME,NSE:LLOYDSME,-0.13,1309.1,1096,1612,,2025-07-01,98,,1324.31675,1282.079348,HOT Demand Zone,Demand Zone,,,
521,Banco Products (i) Limited,BANCOINDIA,NSE:BANCOINDIA,-0.16,846.75,7734,879.8,Alert Signal,2025-10-06,1,,513.90355,509.0383043,,,Blast Setup,,
675,Siyaram Silk Mills Limited,SIYSIL,NSE:SIYSIL,1.74,725,977,1175,,2024-12-17,294,,720.64175,723.72,HOT Demand Zone,Demand Zone,Blast Setup,Double Bottom Found!,🔥 Volume Breakout!
355,Astra Microwave Products Limited,ASTRAMICRO,NSE:ASTRAMICRO,0.53,1122,39625,1195.9,Alert Signal,2025-06-05,124,,889.98725,875.9347826,,,Blast Setup,Double Bottom Found!,
409,Datamatics Global Services Limited,DATAMATICS,NSE:DATAMATICS,0.43,874.8,1504,1120,,2025-08-07,61,,708.35825,691.1676087,,,,,
510,India Glycols Limited,INDIAGLYCO,NSE:INDIAGLYCO,-0.02,910,588,1069,,2025-06-30,99,,769.07645,751.2713913,,,,,
420,Gokul Agro Resources Limited,GOKULAGRO,NSE:GOKULAGRO,-0.14,395.5,335,425,Alert Signal,2025-09-22,15,,298.3794,301.0901304,,,,,
350,Fiem Industries Limited,FIEMIND,NSE:FIEMIND,0.07,1916,104,2275,,2025-09-12,25,,1679.93375,1664.120217,,,,,
51,Fdc Limited,FDC,NSE:FDC,-0.14,464.4,67,569.95,,2024-10-16,356,,456.57075,463.7656522,HOT Demand Zone,Demand Zone,Blast Setup,,
251,Divi's Laboratories Limited,DIVISLAB,NSE:DIVISLAB,0.57,5837,912,7071.5,,2025-07-08,91,,6114.49025,6095.583913,HOT Demand Zone,Demand Zone,,,
136,Solar Industries India Limited,SOLARINDS,NSE:SOLARINDS,0.28,14180,6796,17820,,2025-06-30,99,,12823.38325,12498.22391,,,Blast Setup,,
373,Chamanlal Setia Exports Ltd,CLSEL,NSE:CLSEL,0,257.25,11,447.2,,2025-01-01,279,,325.56775,327.368913,,,,,
471,GE Vernova T&D India Ltd,GVT&D,NSE:GVT&D,0.45,3160,6367,3204.9,Alert Signal,2025-10-06,1,,2094.24225,2056.636739,,,,,
472,GE Vernova T&D India Ltd,GVT&D,NSE:GVT&D,0.45,3160,6367,3204.9,Alert Signal,2025-10-06,1,,2094.24225,2056.636739,,,,,
326,CG Power and Industrial Solutions Ltd,CGPOWER,NSE:CGPOWER,-0.05,754,3570,874.7,,2024-10-11,361,,667.444,676.7443478,,,,Possible Double Bottom Retest!,
597,Bansal Wire Industries Ltd,BANSALWIRE,NSE:BANSALWIRE,-0.01,345.85,205,503.95,,2024-12-09,302,,380.023,387.311087,,,,,
167,Knr Constructions Limited,KNRCON,NSE:KNRCON,0.4,196.99,124914,358.85,,2024-12-16,295,,237.2003,247.3467826,,,,Possible Double Bottom Retest!,
317,Triveni Turbine Limited,TRITURBINE,NSE:TRITURBINE,0.42,523.05,183,885,,2024-11-26,315,,588.25875,605.8695652,,,Blast Setup,,
428,Indostar Capital Finance Ltd,INDOSTAR,NSE:INDOSTAR,-0.37,250.4,892,366.3,,2025-07-01,98,,287.19925,286.121087,,,,,
539,Bls International Services Limited,BLS,NSE:BLS,-0.27,331,34696,521.8,,2025-01-03,277,,390.801,392.9186957,,,Blast Setup,,
540,Bls International Services Limited,BLS,NSE:BLS,-0.27,331,34696,521.8,,2025-01-03,277,,390.801,392.9186957,,,Blast Setup,,
634,Nalwa Sons Investments Limited,NSIL,NSE:NSIL,-2.7,7786.5,5446,9974,,2024-11-19,322,,6768.283,6909.556957,,,,Double Bottom Found!,
137,Greenlam Industries Limited,GREENLAM,NSE:GREENLAM,0.21,247.14,826,312,,2024-12-30,281,,249.4809,252.9773043,HOT Demand Zone,Demand Zone,,,
431,Naga Dhunseri Group Limited,NDGL,NSE:NDGL,-0.03,3967.6,0,6689,,2024-10-15,357,,4043.13725,4205.936522,HOT Demand Zone,Demand Zone,Blast Setup,,
645,Polyplex Corporation Limited,POLYPLEX,NSE:POLYPLEX,0.32,1015.6,5346,1478.7,,2024-12-11,300,,1185.4955,1195.230217,,,,,
559,ISGEC Heavy Engineering Ltd,ISGEC,NSE:ISGEC,0.8,882.2,85,1675.55,,2024-12-10,301,,1127.7625,1162.603696,,,,,
394,Kalyani Investment Company Limited,KICL,NSE:KICL,0.11,5230,127,8231.45,,2024-10-22,350,,4843.0935,5065.853696,HOT Demand Zone,,,,
549,LMW Ltd,LMW,NSE:LMW,-0.22,14656,80,18250,,2025-05-14,146,,15809.9465,15862.98391,,,,,
633,Computer Age Management Services Ltd,CAMS,NSE:CAMS,0.36,3844.2,771,5367.5,,2024-12-12,299,,3971.45925,4077.050435,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
237,Authum Investment & Infrastructure Ltd,AIIL,NSE:AIIL,-0.48,3214,865,3295,Alert Signal,2025-09-16,21,,2235.80925,2158.774348,,,Blast Setup,,
599,Harrisons Malayalam Limited,HARRMALAYA,NSE:HARRMALAYA,0.89,202.95,0,341.85,,2024-12-16,295,,223.3724,229.0044783,,,Blast Setup,,🔥 Volume Breakout!
400,Eid Parry India Limited,EIDPARRY,NSE:EIDPARRY,0.01,1044.3,687,1246.8,,2025-07-31,68,,944.904,931.9576087,,,,,
191,Technocraft Industries (india) Limited,TIIL,NSE:TIIL,0.37,2236.3,1,3383,,2025-07-28,71,,2742.06175,2748.464565,,,,,
250,Power Grid Corporation Of India Limited,POWERGRID,NSE:POWERGRID,1.57,290.95,303665,345.4,,2024-11-25,316,,290.931,295.4304348,HOT Demand Zone,Demand Zone,,,
580,Dhunseri Investments Limited,DHUNINV,NSE:DHUNINV,0.03,1443.9,0,2562,,2024-10-21,351,,1576.6305,1669.702391,,,Blast Setup,Possible Double Bottom Retest!,
281,Eih Associated Hotels Limited,EIHAHOTELS,NSE:EIHAHOTELS,0.98,393.55,369,455.7,,2025-01-03,277,,379.351,380.838913,HOT Demand Zone,Demand Zone,Blast Setup,,
144,Trent Limited,TRENT,NSE:TRENT,-3.59,4695,18929,8345,,2024-10-14,358,,5525.08075,5687.697826,,,,,
519,Bajaj Healthcare Ltd,BAJAJHCARE,NSE:BAJAJHCARE,0.27,487.55,528,745,,2025-03-19,202,,547.81625,527.7204348,,,,,
423,Ge Power India Limited,GEPIL,NSE:GEPIL,No Data,#N/A,#N/A,#N/A,#N/A,No Data,#VALUE!,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
356,Ganesha Ecosphere Limited,GANECOS,NSE:GANECOS,-0.56,1221,138,2484.2,,2024-12-02,309,,1536.21625,1629.841957,,,Blast Setup,,
561,Ion Exchange (India) Ltd,IONEXCHANG,NSE:IONEXCHANG,-0.15,404.95,420,744.2,,2024-12-11,300,,520.82925,540.573913,,,,Possible Double Bottom Retest!,
138,Rashi Peripherals Ltd,RPTECH,NSE:RPTECH,-0.09,316.45,69,454.25,,2024-12-19,292,,313.32175,323.9947826,HOT Demand Zone,Demand Zone,,,
381,Biocon Limited,BIOCON,NSE:BIOCON,0.45,349.5,81476,406,,2025-07-18,81,,353.20325,352.1654348,HOT Demand Zone,Demand Zone,,,
274,Expleo Solutions Ltd,EXPLEOSOL,NSE:EXPLEOSOL,-0.7,1013.9,4,1567.45,,2024-12-17,294,,1093.13375,1121.43,,,Blast Setup,,
449,Sunflag Iron And Steel Company Limited,SUNFLAG,NSE:SUNFLAG,-0.06,267.05,842,322,,2025-07-03,96,,264.8468,257.8493043,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
451,Sunflag Iron And Steel Company Limited,SUNFLAG,NSE:SUNFLAG,-0.06,267.05,842,322,,2025-07-03,96,,264.8468,257.8493043,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
625,Kapston Services Ltd,KAPSTON,NSE:KAPSTON,0.14,251.8,133,319,,2024-11-07,334,,238.1689,243.4972174,HOT Demand Zone,Demand Zone,,,
474,Borosil Renewables Ltd,BORORENEW,NSE:BORORENEW,0.15,617.5,28206,659.9,Alert Signal,2025-07-24,75,,547.72225,538.7571739,,,,,
273,One 97 Communications Ltd,PAYTM,NSE:PAYTM,0.31,1230.3,494187,1296.6,Alert Signal,2025-09-04,33,,939.196,928.5941304,,,Blast Setup,,
275,Salzer Electronics Limited,SALZERELEC,NSE:SALZERELEC,-0.58,783.8,2763,1649.95,,2024-12-20,291,,1005.37275,1019.788043,,,Blast Setup,,
276,Salzer Electronics Limited,SALZERELEC,NSE:SALZERELEC,-0.58,783.8,2763,1649.95,,2024-12-20,291,,1005.37275,1019.788043,,,Blast Setup,,
307,Cantabil Retail India Limited,CANTABIL,NSE:CANTABIL,-0.06,254,40,334,,2025-02-05,244,,262.93865,258.8864783,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
140,Roto Pumps Ltd,ROTO,NSE:ROTO,-0.36,77.5,2241,109.67,,2024-12-12,299,,85.80605,86.29943478,,,,,
493,Wealth First Portfolio Managers Ltd,WEALTH,NSE:WEALTH,-0.15,1180.1,0,1720,,2024-12-13,298,,1138.6045,1188.527609,HOT Demand Zone,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
383,Page Industries Limited,PAGEIND,NSE:PAGEIND,0.06,42110,621,50590,,2025-06-27,102,,45178.345,45221.21826,,,,,
598,D-link (india) Limited,DLINKINDIA,NSE:DLINKINDIA,0.47,480.55,1079,645.1,,2024-12-17,294,,487.7955,498.6982609,HOT Demand Zone,Demand Zone,,,
650,Sterling Tools Limited,STERTOOLS,NSE:STERTOOLS,0.42,313.85,70,744.3,,2024-12-02,309,,377.45075,407.013913,,,,,
233,Sundaram Finance Holdings Ltd,SUNDARMHLD,NSE:SUNDARMHLD,2.86,646.45,244,653,Alert Signal,2025-10-03,4,,391.7735,382.5758696,,,,,
623,Mastek Limited,MASTEK,NSE:MASTEK,-0.37,2206.5,349,3375,,2024-12-04,307,,2471.00325,2553.12,,,,,
163,EMS Ltd,EMSLIMITED,NSE:EMSLIMITED,-0.98,557,15556,1016,,2024-12-18,293,,651.59675,672.2106522,,,,,
562,Cosmo Films Ltd,COSMOFIRST,NSE:COSMOFIRST,0.9,894.4,4945,1307.2,,2025-06-23,106,,877.261,866.6136957,HOT Demand Zone,Demand Zone,Blast Setup,,
506,Pavna Industries Ltd,PAVNAIND,NSE:PAVNAIND,1.92,36.9,2586,75.95,,2024-10-14,358,,40.86885,43.04921739,,,,,
258,Krishna Institute of Medical Sciences Ltd,KIMS,NSE:KIMS,0.01,720.15,8854,798.4,Alert Signal,2025-07-24,75,,657.86175,647.9404348,,,Blast Setup,,🔥 Volume Breakout!
309,Panama Petrochem Limited,PANAMAPET,NSE:PANAMAPET,0.02,281.5,17,416.2,,2024-12-19,292,,354.257,354.9063043,,,,,
232,Mayur Uniquoters Ltd,MAYURUNIQ,NSE:MAYURUNIQ,0.53,513.6,6396,659.55,,2024-11-08,333,,538.15675,546.0058696,HOT Demand Zone,Demand Zone,,,🔥 Volume Breakout!
7,Dynemic Products Ltd,DYNPRO,NSE:DYNPRO,0.03,337.45,265,485,,2024-11-19,322,,324.81175,339.4391304,HOT Demand Zone,Demand Zone,,,
294,IIFL Capital Services Ltd,IIFLCAPS,NSE:IIFLCAPS,0.9,302.7,751,386.7,,2024-12-11,300,,281.53255,284.8407177,HOT Demand Zone,Demand Zone,Blast Setup,,
671,Indoco Remedies Limited,INDOCO,NSE:INDOCO,1,284.45,166,355,,2024-12-03,308,,279.2308,283.9911304,HOT Demand Zone,Demand Zone,,,
682,Tejas Networks,TEJASNET,NSE:TEJASNET,-0.26,600,22281,1459.9,,2024-11-08,333,,767.82275,839.76,,,Blast Setup,Possible Double Bottom Retest!,
40,AGI Infra Ltd,AGIIL,NSE:AGIIL,0.86,1406,4029,1408,,2025-02-07,242,,948.8549,926.6825217,,,,,
678,Newgen Software Technologies Ltd,NEWGEN,NSE:NEWGEN,0.16,882.95,31702,1798.9,,2025-01-15,265,,1091.758,1111.966304,,,,Possible Double Bottom Retest!,
574,Garden Reach Shipbuilders & Engineers Ltd,GRSE,NSE:GRSE,0.55,2758.8,152351,3538.4,,2025-06-23,106,,2152.0295,2079.025652,,,Blast Setup,,
408,Praj Industries Limited,PRAJIND,NSE:PRAJIND,-0.37,347,116811,875,,2025-01-01,279,,532.06525,561.2041304,,,,,
410,Coromandel International Limited,COROMANDEL,NSE:COROMANDEL,-0.36,2342,306,2718.9,,2025-07-31,68,,2140.28925,2088.156522,,,Blast Setup,Double Bottom Found!,
370,Deccan Cements Limited,DECCANCE,NSE:DECCANCE,0.24,1044.4,48,1164.9,,2025-09-11,26,,841.56975,810.7956522,,,,,
367,Oberoi Realty Limited,OBEROIRLTY,NSE:OBEROIRLTY,0.38,1629.1,136,2343.65,,2024-12-27,284,,1756.9025,1790.978261,,,Blast Setup,Possible Double Bottom Retest!,
116,Garware Technical Fibres Ltd,GARFIBRES,NSE:GARFIBRES,0.03,750,3,986.39,,2024-12-09,302,,842.64595,848.276,,,,,
308,Chalet Hotels Ltd,CHALET,NSE:CHALET,-0.35,968,1927,1082,,2025-08-01,67,,880.9845,881.5858696,,,,,
595,Max Estates Ltd,MAXESTATES,NSE:MAXESTATES,0.25,484.5,1122,632,,2024-10-16,356,,476.38925,485.2017391,HOT Demand Zone,Demand Zone,,,
475,Panacea Biotec Limited,PANACEABIO,NSE:PANACEABIO,0.78,430.25,10289,581.9,,2025-04-30,160,,430.317,426.4217391,HOT Demand Zone,Demand Zone,Blast Setup,,
62,Welspun Enterprises Limited,WELENT,NSE:WELENT,0.48,544.1,10402,655,,2025-01-08,272,,514.76125,514.3315217,HOT Demand Zone,Demand Zone,Blast Setup,,
321,Savita Oil Technologies Limited,SOTL,NSE:SOTL,-0.4,401.2,863,610.6,,2024-12-06,305,,425.46025,438.1891304,,Demand Zone,,Possible Double Bottom Retest!,
518,Persistent Systems Limited,PERSISTENT,NSE:PERSISTENT,0.21,5197.7,20144,6788.9,,2024-12-20,291,,5594.03375,5630.311957,,,Blast Setup,,
452,Hexa Tradex Limited,HEXATRADEX,NSE:HEXATRADEX,0.42,174,0,331.6,,2024-12-03,308,,200.128,211.27,,,,Possible Double Bottom Retest!,
349,Pitti Engineering Ltd,PITTIENG,NSE:PITTIENG,0.92,980,108,1512.4,,2024-12-05,306,,1027.2015,1071.748696,,Demand Zone,,,
267,Lux Industries Limited,LUXIND,NSE:LUXIND,0.08,1295.1,119,2245,,2024-10-07,365,,1469.515,1529.041087,,,,Possible Double Bottom Retest!,
346,Quess Corp Limited,QUESS,NSE:QUESS,0.28,252.8,340,395.47,,2024-10-07,365,,435.51825,468.298913,,,,,
28,Mahindra & Mahindra Limited,M&M,NSE:M&M,-0.11,3474,16321,3723.8,Alert Signal,2025-09-09,28,,3063.031,3047.496522,,,Blast Setup,,
505,Tvs Electronics Limited,TVSELECT,NSE:TVSELECT,0.02,654.15,13320,680,Alert Signal,2025-09-29,8,,398.58825,393.0252174,,,,,
460,Hubtown Limited,HUBTOWN,NSE:HUBTOWN,0,319.1,8277,365.7,,2025-08-25,43,,255.66425,259.3,,,Blast Setup,,
607,Premier Explosives Limited,PREMEXPLN,NSE:PREMEXPLN,1.14,658.9,12825,668,Alert Signal,2025-10-06,1,,482.531,479.2121739,,,Blast Setup,Double Bottom Found!,
177,The Peria Karamalai Tea & Produce Company Limited,PKTEA,NSE:PKTEA,-2.37,796,7,1013.9,,2025-06-06,123,,735.115,713.1093478,,,,,
641,Gokaldas Exports Limited,GOKEX,NSE:GOKEX,0.77,725.35,23038,1262.15,,2024-12-18,293,,898.306,903.2586957,,,,,
688,Netweb Technologies India Ltd,NETWEB,NSE:NETWEB,0.75,4200,8280,4425.7,Alert Signal,2025-10-06,1,,2060.101,2156.661522,,,,,
554,Pricol Ltd.,PRICOLLTD,NSE:PRICOLLTD,0.56,509.7,7304,598.8,,2024-12-19,292,,469.73275,470.5506522,,,,,🔥 Volume Breakout!
507,LTI Mindtree Ltd,LTIM,NSE:LTIM,0.97,5325,4280,6767.95,,2024-12-16,295,,5194.216,5315.376304,HOT Demand Zone,Demand Zone,Blast Setup,,
19,Entero Healthcare Solutions Ltd,ENTERO,NSE:ENTERO,0,1068.8,10,1584.25,,2024-11-07,334,,1266.00125,1283.415,,,,,
545,Zuari Industries Ltd,ZUARIIND,NSE:ZUARIIND,-0.92,354.7,12878,416,,2025-09-25,12,,289.5753,295.7317826,,,,,
591,Data Patterns (India) Ltd,DATAPATTNS,NSE:DATAPATTNS,0,2850.7,1149,3268.8,,2025-06-06,123,,2379.23125,2384.812609,,,Blast Setup,Double Bottom Found!,
386,Yasho Industries Ltd,YASHO,NSE:YASHO,0.55,1640.4,33,2343.85,,2025-02-05,244,,1874.1095,1863.96413,,,,,
83,Five-Star Business Finance Ltd,FIVESTAR,NSE:FIVESTAR,-0.13,537.3,396,943.75,,2024-10-24,348,,684.66875,681.3413043,,,,,
134,Arihant Superstructures Ltd,ARIHANTSUP,NSE:ARIHANTSUP,1.01,400.3,474,553.6,,2025-01-07,273,,414.76525,409.3656522,HOT Demand Zone,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
269,Apl Apollo Tubes Limited,APLAPOLLO,NSE:APLAPOLLO,0.17,1740.9,470,1936,,2025-06-09,120,,1616.922,1604.637174,,,Blast Setup,,
585,Universal Cables Limited,UNIVCABLES,NSE:UNIVCABLES,0.13,724.7,101,866.25,,2025-01-09,271,,646.665,645.035,,,Blast Setup,,
160,Westlife Development Ltd,WESTLIFE,NSE:WESTLIFE,0,672.35,2012,916.9,,2024-10-10,362,,731.71225,735.2645652,,,,,
416,Kalyan Jewellers India Ltd,KALYANKJIL,NSE:KALYANKJIL,0.66,481.5,157395,795.4,,2025-01-02,278,,542.31275,563.4715217,,,,,
398,Interarch Building Products Ltd,INTERARCH,NSE:INTERARCH,1.29,1960,4848,2400,,2025-07-23,76,,1868.3345,1830.622826,HOT Demand Zone,Demand Zone,Blast Setup,,
179,India Shelter Finance Corporation Ltd,INDIASHLTR,NSE:INDIASHLTR,-0.2,881,67,1011.75,,2025-07-21,78,,822.474,802.4426087,,Demand Zone,,,
102,Symphony Limited,SYMPHONY,NSE:SYMPHONY,0.07,918.7,64,1880.95,,2024-10-11,361,,1141.4945,1178.844348,,,,,
90,Sanofi India Limited,SANOFI,NSE:SANOFI,-0.15,4776.8,606,7090,,2024-10-16,356,,5692.7485,5775.870435,,,Blast Setup,,
351,Usha Martin Limited,USHAMART,NSE:USHAMART,0.03,456,1108,481.9,Alert Signal,2025-09-29,8,,347.442,354.0678261,,,,,
121,Puravankara Projects Limited,PURVA,NSE:PURVA,0.32,267.8,20,463.7,,2024-12-17,294,,281.42135,295.759,,Demand Zone,,,
329,Redtape Ltd,REDTAPE,NSE:REDTAPE,0.56,139.44,1047,245,,2025-02-04,245,,153.6269,161.4495217,,,,,
66,Firstsource Solutions Limited,NSE:FSL,NSE:FSL,0.55,331.65,38639,422.3,,2025-01-07,273,,357.0745,357.6043478,,,Blast Setup,,
575,Lincoln Pharmaceuticals Limited,LINCOLN,NSE:LINCOLN,0.1,529.1,106,979.5,,2024-12-09,302,,605.9485,620.353913,,,,,
2,Thirumalai Chemicals Limited,TIRUMALCHM,NSE:TIRUMALCHM,0.53,283.95,4395,394.95,,2024-12-06,305,,278.4898,286.4363478,HOT Demand Zone,Demand Zone,,,
605,NDR Auto Components Ltd,NDRAUTO,NSE:NDRAUTO,0.8,1068.3,67,1220,,2025-07-18,81,,871.16725,850.8726087,,,Blast Setup,,
43,Synergy Green Industries Ltd,NSE:SGIL,NSE:SGIL,-0.64,535,264,633.25,,2025-09-08,29,,481.3055,473.0680435,,,,,🔥 Volume Breakout!
23,Bharat Dynamics Ltd,NSE:BDL,NSE:BDL,-0.07,1553.6,3026,2096.6,,2025-05-30,130,,1481.66225,1431.008696,,Demand Zone,,,
421,Ipca Laboratories Limited,IPCALAB,NSE:IPCALAB,0.01,1319.2,545,1755.9,,2025-01-07,273,,1432.08675,1447.424348,,,Blast Setup,Possible Double Bottom Retest!,
509,Dynacons Systems & Solutions Limited,DSSL,NSE:DSSL,0.17,1006.9,143,1618.2,,2025-01-02,278,,1102.82825,1136.716522,,,,,
195,Kingfa Science & Technology (india) Limited,KINGFA,NSE:KINGFA,0.58,4510,0,4851,Alert Signal,2025-09-12,25,,3398.51725,3356.085435,,,,,
319,Mazagon Dock Shipbuilders Ltd,MAZDOCK,NSE:MAZDOCK,0.12,2908.2,4026,3775,,2025-05-29,131,,2735.4285,2664.383261,,Demand Zone,,,
691,Aditya Vision Ltd,NSE:AVL,NSE:AVL,-0.24,563.4,882,587,Alert Signal,2025-09-24,13,,445.31525,447.9097345,,,Blast Setup,,
104,Gabriel India Limited,GABRIEL,NSE:GABRIEL,0.49,1284.9,430,1331,Alert Signal,2025-09-16,21,,736.003,699.2391304,,,,,
227,The Indian Hotels Company Limited,INDHOTEL,NSE:INDHOTEL,0.2,725,189643,894.9,,2024-12-30,281,,776.73375,775.4878261,HOT Demand Zone,,,,
285,Lupin Limited,LUPIN,NSE:LUPIN,0.33,1946,15304,2402.9,,2025-01-02,278,,2019.0385,2029.203043,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
297,ICE Make Refrigeration Ltd,ICEMAKE,NSE:ICEMAKE,0.45,737,110,1088.75,,2025-04-24,166,,788.0465,793.5904348,,Demand Zone,,Possible Double Bottom Retest!,
637,Credit Analysis And Research Limited,CARERATING,NSE:CARERATING,0,1482,144,1964,,2025-06-11,118,,1467.21025,1465.245652,HOT Demand Zone,Demand Zone,,,🔥 Volume Breakout!
582,The Sandesh Limited,SANDESH,NSE:SANDESH,1.35,1185.9,10,1814.95,,2024-10-07,365,,1253.70525,1304.91587,,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
560,Concord Biotech Ltd,CONCORDBIO,NSE:CONCORDBIO,0.2,1623.7,2501,2451.7,,2025-02-10,239,,1805.08425,1829.422391,,,Blast Setup,Possible Double Bottom Retest!,
465,63 Moons Technologies,63MOONS,NSE:63MOONS,0.75,895,876,1130,,2025-07-10,89,,854.304,827.2523913,,Demand Zone,Blast Setup,,
466,63 Moons Technologies,63MOONS,NSE:63MOONS,0.75,895,876,1130,,2025-07-10,89,,854.304,827.2523913,,Demand Zone,Blast Setup,,
210,Bharti Airtel Limited,BHARTIARTL,NSE:BHARTIARTL,0.07,1900,28091,2045.8,Alert Signal,2025-07-02,97,,1797.649,1770.026739,HOT Demand Zone,Demand Zone,Blast Setup,Possible Double Bottom Retest!,
535,Oracle Financial Services Software Limited,OFSS,NSE:OFSS,-0.04,9090,6198,13220,,2024-12-30,281,,9015.69775,9376.543913,HOT Demand Zone,Demand Zone,Blast Setup,Double Bottom Found!,
536,Oracle Financial Services Software Limited,OFSS,NSE:OFSS,-0.04,9090,6198,13220,,2024-12-30,281,,9015.69775,9376.543913,HOT Demand Zone,Demand Zone,Blast Setup,Double Bottom Found!,
476,Arrow Greentech Limited,ARROWGREEN,NSE:ARROWGREEN,0,571.5,102,1099,,2024-11-08,333,,643.628,675.2176087,,,,,
315,Styrenix Performance Materials Ltd,STYRENIX,NSE:STYRENIX,-0.39,2460.8,1313,3498,,2025-06-11,118,,2817.79175,2785.289348,,,Blast Setup,,
316,Styrenix Performance Materials Ltd,STYRENIX,NSE:STYRENIX,-0.39,2460.8,1313,3498,,2025-06-11,118,,2817.79175,2785.289348,,,Blast Setup,,
478,DMCC Speciality Chemicals Ltd,DMCC,NSE:DMCC,0.76,309.95,16,452.7,,2024-12-17,294,,306.2025,308.1947826,HOT Demand Zone,Demand Zone,,Possible Double Bottom Retest!,
5,EPL Ltd,NSE:EPL,NSE:EPL,-0.46,215,15743,289.9,,2024-12-04,307,,226.50585,231.8535652,,Demand Zone,,,
169,Godrej Industries Limited,GODREJIND,NSE:GODREJIND,0.67,1136.8,286,1390,,2025-06-06,123,,1125.5385,1113.882609,HOT Demand Zone,Demand Zone,,,
388,Vedanta Limited,VEDL,NSE:VEDL,0.89,474.5,240270,526.95,Alert Signal,2024-12-16,295,,441.33725,444.2921739,HOT Demand Zone,Demand Zone,,,
